PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene
29.54 ,48.45 ,7.05 ,36.56 ,24.77 ,12.40 ,0.37 ,4.76 ,9.52 ,2.10 ,16.01 
36.50 ,64.50 ,2.50 ,28.15 ,17.00 ,14.10 ,0.79 ,18.60 ,38.92 ,3.77 ,10.27 
24.78 ,32.03 ,9.52 ,10.04 ,19.57 ,12.95 ,0.77 ,12.04 ,10.31 ,1.92 ,2.79 
59.45 ,110.84 ,4.24 ,10.77 ,9.10 ,50.54 ,0.68 ,8.48 ,8.87 ,7.45 ,0.22 
95.04 ,245.34 ,11.65 ,35.56 ,37.70 ,25.32 ,0.42 ,12.82 ,44.83 ,0.27 ,10.82 
10.48 ,107.34 ,31.02 ,34.47 ,43.96 ,26.86 ,0.73 ,5.78 ,25.47 ,0.50 ,0.18 
126.71 ,225.73 ,87.53 ,56.31 ,87.43 ,22.40 ,1.74 ,13.26 ,18.23 ,5.79 ,5.74 
21.42 ,49.99 ,32.85 ,25.06 ,22.90 ,2.52 ,0.84 ,3.82 ,42.78 ,0.73 ,3.07 
64.57 ,111.14 ,7.05 ,79.06 ,86.10 ,14.18 ,0.72 ,2.02 ,20.43 ,4.41 ,7.44 
29.18 ,56.95 ,5.74 ,25.78 ,23.10 ,13.80 ,0.57 ,12.18 ,71.56 ,0.17 ,1.24 
26.58 ,55.00 ,5.17 ,23.82 ,14.63 ,10.23 ,0.58 ,4.14 ,17.05 ,0.68 ,3.56 
32.57 ,65.60 ,6.72 ,14.90 ,19.51 ,30.50 ,0.51 ,8.91 ,61.59 ,2.04 ,1.40 
101.75 ,184.50 ,4.50 ,67.62 ,39.65 ,19.58 ,0.50 ,17.78 ,47.52 ,0.33 ,4.90 
18.36 ,53.91 ,10.67 ,24.59 ,29.60 ,15.47 ,0.73 ,5.99 ,10.69 ,0.70 ,2.00 
54.64 ,248.68 ,3.66 ,30.25 ,21.12 ,34.57 ,0.87 ,9.53 ,56.26 ,1.13 ,2.12 
21.63 ,38.51 ,20.70 ,30.07 ,50.78 ,14.77 ,0.72 ,2.40 ,7.84 ,35.78 ,23.02 
11.82 ,22.33 ,3.04 ,10.50 ,12.56 ,8.09 ,0.62 ,5.08 ,18.64 ,0.22 ,1.55 
144.02 ,225.10 ,33.59 ,65.81 ,44.20 ,32.53 ,0.81 ,33.69 ,58.28 ,2.47 ,17.28 
13.39 ,33.57 ,1.62 ,10.27 ,6.78 ,27.63 ,0.42 ,7.44 ,39.18 ,2.38 ,0.39 
48.50 ,73.75 ,2.75 ,9.23 ,7.15 ,7.35 ,0.25 ,2.93 ,56.25 ,2.12 ,5.58 
17.45 ,33.86 ,4.53 ,11.64 ,14.12 ,6.71 ,0.62 ,7.91 ,18.89 ,0.49 ,1.74 
244.91 ,360.80 ,41.76 ,41.20 ,28.00 ,57.00 ,0.77 ,13.46 ,18.59 ,0.99 ,2.96 
29.49 ,53.66 ,2.90 ,7.80 ,9.12 ,3.38 ,0.34 ,1.80 ,30.09 ,7.95 ,3.96 
28.12 ,56.00 ,1.77 ,19.22 ,11.66 ,14.08 ,0.36 ,3.17 ,52.77 ,0.29 ,0.69 
82.12 ,129.00 ,3.44 ,44.29 ,26.21 ,26.18 ,0.90 ,6.00 ,36.30 ,2.41 ,6.92 
128.65 ,558.67 ,42.10 ,73.27 ,39.06 ,42.86 ,0.36 ,17.26 ,58.36 ,0.63 ,0.87 
106.84 ,211.81 ,37.70 ,162.25 ,199.95 ,24.28 ,1.04 ,10.74 ,8.04 ,8.39 ,41.64 
56.69 ,176.78 ,2.48 ,9.45 ,8.91 ,17.63 ,0.66 ,6.94 ,111.84 ,1.33 ,0.18 
28.00 ,75.00 ,1.38 ,16.27 ,9.77 ,5.00 ,0.51 ,14.72 ,15.80 ,0.80 ,1.77 
60.92 ,130.54 ,14.82 ,76.75 ,50.36 ,28.16 ,1.64 ,9.88 ,19.10 ,0.84 ,0.99 
47.97 ,73.60 ,10.56 ,67.23 ,64.71 ,54.61 ,1.36 ,15.36 ,47.74 ,2.08 ,5.02 
41.90 ,50.18 ,2.50 ,35.48 ,37.98 ,11.08 ,1.29 ,2.47 ,34.29 ,2.29 ,7.03 
23.33 ,65.21 ,2.60 ,14.79 ,16.75 ,7.68 ,0.78 ,6.43 ,43.60 ,0.26 ,0.45 
85.25 ,137.75 ,2.08 ,33.45 ,19.48 ,13.73 ,0.78 ,16.60 ,47.53 ,0.60 ,6.25 
124.57 ,186.50 ,52.48 ,25.64 ,77.03 ,33.34 ,0.69 ,10.66 ,20.05 ,1.01 ,10.47 
54.44 ,95.97 ,6.23 ,24.69 ,23.30 ,16.63 ,0.60 ,4.43 ,67.66 ,2.09 ,6.00 
25.91 ,54.41 ,7.87 ,13.02 ,16.84 ,20.09 ,0.44 ,13.04 ,32.66 ,0.51 ,3.28 
41.60 ,139.90 ,13.81 ,58.84 ,46.46 ,21.43 ,0.73 ,4.07 ,5.61 ,4.19 ,8.98 
23.70 ,72.94 ,21.20 ,12.79 ,28.30 ,25.18 ,0.65 ,4.85 ,12.70 ,0.27 ,1.51 
57.75 ,158.25 ,1.30 ,27.25 ,15.55 ,14.80 ,0.10 ,25.75 ,182.77 ,0.10 ,6.98 
79.25 ,73.75 ,4.45 ,43.95 ,24.73 ,13.43 ,1.38 ,37.40 ,93.98 ,6.12 ,8.68 
16.92 ,61.36 ,16.48 ,10.52 ,36.90 ,9.89 ,1.82 ,2.24 ,27.30 ,5.33 ,1.02 
15.04 ,46.60 ,3.44 ,22.68 ,14.76 ,12.42 ,0.25 ,11.43 ,15.69 ,0.38 ,2.56 
112.23 ,298.72 ,31.99 ,68.90 ,98.39 ,24.74 ,1.58 ,13.12 ,66.32 ,3.16 ,12.25 
3.96 ,27.53 ,10.56 ,12.26 ,19.89 ,9.92 ,0.40 ,18.14 ,25.39 ,4.96 ,1.12 
18.22 ,44.55 ,3.78 ,15.20 ,19.04 ,7.44 ,0.51 ,6.47 ,30.77 ,3.86 ,7.90 
28.68 ,65.98 ,3.82 ,23.33 ,19.22 ,15.16 ,0.77 ,3.35 ,62.86 ,0.71 ,2.17 
21.38 ,56.58 ,2.95 ,10.88 ,11.41 ,8.93 ,0.60 ,5.90 ,16.70 ,0.11 ,3.23 
72.50 ,204.81 ,35.63 ,59.70 ,44.28 ,25.51 ,1.02 ,36.17 ,20.89 ,2.72 ,16.40 
14.25 ,24.75 ,2.18 ,9.70 ,6.95 ,20.97 ,0.91 ,6.02 ,28.40 ,0.20 ,0.10 
40.50 ,108.25 ,8.59 ,43.99 ,33.42 ,20.98 ,1.04 ,4.70 ,12.73 ,0.50 ,2.58 
86.58 ,169.65 ,12.27 ,81.75 ,45.92 ,20.76 ,1.19 ,13.71 ,21.97 ,3.68 ,33.24 
338.42 ,578.75 ,70.36 ,101.17 ,113.68 ,58.63 ,2.73 ,19.18 ,42.19 ,10.05 ,73.34 
26.75 ,55.75 ,2.48 ,10.60 ,7.67 ,15.73 ,0.40 ,12.05 ,67.47 ,0.10 ,0.32 
22.17 ,55.57 ,9.70 ,22.56 ,22.53 ,25.98 ,0.87 ,7.63 ,35.05 ,1.30 ,16.31 
60.00 ,129.25 ,2.39 ,10.88 ,12.09 ,10.65 ,0.57 ,6.10 ,42.71 ,1.41 ,6.34 
55.50 ,94.00 ,9.50 ,50.50 ,15.86 ,25.35 ,0.26 ,61.95 ,65.15 ,0.05 ,1.38 
57.00 ,164.50 ,4.05 ,34.67 ,21.78 ,10.18 ,0.07 ,17.10 ,23.85 ,4.20 ,9.10 
95.35 ,304.25 ,5.95 ,48.45 ,54.40 ,40.58 ,0.40 ,5.99 ,107.23 ,6.61 ,10.93 
16.42 ,53.50 ,22.90 ,17.46 ,28.92 ,20.82 ,0.90 ,11.11 ,11.45 ,0.62 ,4.39 
23.52 ,34.30 ,9.80 ,17.56 ,22.33 ,11.82 ,1.10 ,4.99 ,36.25 ,0.38 ,0.82 
55.90 ,130.88 ,20.09 ,9.35 ,28.47 ,11.69 ,0.62 ,9.72 ,29.65 ,1.81 ,2.34 
26.00 ,68.50 ,5.80 ,16.45 ,13.45 ,10.20 ,0.61 ,6.85 ,16.60 ,4.05 ,12.85 
50.05 ,101.31 ,11.07 ,31.13 ,23.83 ,20.64 ,0.46 ,4.99 ,27.78 ,1.47 ,6.08 
64.01 ,206.81 ,6.13 ,22.95 ,15.75 ,50.24 ,0.72 ,10.44 ,6.31 ,3.41 ,0.27 
24.65 ,27.61 ,9.13 ,13.18 ,22.29 ,1.93 ,1.54 ,10.09 ,4.67 ,0.01 ,0.06 
44.74 ,198.50 ,22.43 ,47.36 ,72.61 ,33.99 ,1.12 ,10.07 ,79.15 ,3.22 ,22.29 
58.08 ,97.28 ,6.93 ,31.24 ,30.76 ,14.43 ,1.07 ,7.98 ,64.93 ,0.82 ,16.39 
104.00 ,154.75 ,2.97 ,93.07 ,51.92 ,10.05 ,2.21 ,14.70 ,51.45 ,0.10 ,0.10 
55.52 ,124.34 ,10.71 ,19.74 ,24.82 ,19.83 ,1.47 ,17.87 ,9.81 ,1.17 ,7.58 
45.80 ,128.69 ,12.11 ,41.21 ,29.63 ,20.13 ,0.56 ,7.21 ,29.40 ,0.14 ,0.79 
5.99 ,27.83 ,84.47 ,31.95 ,32.14 ,152.49 ,0.23 ,2.63 ,23.95 ,3.10 ,0.57 
39.45 ,87.03 ,15.82 ,9.84 ,25.38 ,11.61 ,1.31 ,7.29 ,43.54 ,1.77 ,1.97 
17.15 ,61.78 ,8.95 ,6.76 ,9.21 ,3.71 ,0.36 ,3.59 ,34.51 ,0.86 ,1.59 
95.29 ,208.44 ,31.31 ,54.05 ,79.21 ,43.05 ,1.25 ,14.97 ,26.14 ,2.05 ,5.34 
83.64 ,219.46 ,48.98 ,99.40 ,147.49 ,57.11 ,2.48 ,15.71 ,59.82 ,2.24 ,7.67 
86.90 ,112.42 ,6.67 ,10.80 ,7.72 ,5.54 ,0.35 ,11.13 ,66.70 ,0.81 ,0.79 
68.48 ,159.71 ,4.01 ,42.09 ,37.40 ,34.51 ,0.60 ,11.17 ,98.83 ,3.02 ,6.09 
106.21 ,226.20 ,32.38 ,61.37 ,61.90 ,33.07 ,1.32 ,30.42 ,20.73 ,4.02 ,20.69 
49.70 ,111.14 ,3.72 ,13.28 ,16.79 ,5.14 ,0.40 ,2.40 ,28.40 ,2.38 ,9.13 
44.61 ,209.00 ,44.40 ,25.96 ,77.79 ,21.62 ,0.71 ,5.48 ,47.52 ,1.55 ,2.58 
23.03 ,41.37 ,7.49 ,22.30 ,25.91 ,35.23 ,0.62 ,12.06 ,12.52 ,0.49 ,5.87 
344.18 ,547.01 ,130.10 ,80.68 ,151.04 ,64.83 ,3.78 ,16.90 ,16.29 ,10.33 ,89.57 
43.50 ,73.25 ,1.88 ,16.15 ,10.12 ,19.10 ,0.70 ,14.85 ,75.78 ,0.90 ,2.53 
199.00 ,304.97 ,14.55 ,43.62 ,38.10 ,49.46 ,1.25 ,17.56 ,46.50 ,5.23 ,30.74 
51.75 ,120.75 ,3.88 ,21.27 ,13.25 ,19.92 ,0.71 ,10.28 ,62.90 ,2.50 ,4.40 
53.65 ,114.93 ,9.41 ,26.40 ,35.67 ,24.30 ,0.48 ,9.75 ,99.86 ,33.22 ,35.33 
121.44 ,267.29 ,39.90 ,66.32 ,68.41 ,42.70 ,1.77 ,19.88 ,37.87 ,5.28 ,3.58 
79.50 ,173.35 ,4.62 ,60.83 ,35.98 ,11.84 ,0.66 ,26.58 ,33.29 ,5.94 ,40.05 
140.77 ,203.39 ,50.40 ,52.68 ,41.92 ,52.41 ,0.62 ,17.09 ,37.10 ,3.33 ,3.40 
63.50 ,117.75 ,0.55 ,12.93 ,7.05 ,14.87 ,0.73 ,7.02 ,121.50 ,1.73 ,2.30 
29.29 ,75.48 ,4.48 ,32.17 ,17.23 ,24.03 ,0.28 ,3.48 ,34.15 ,1.00 ,1.00 
20.76 ,4.99 ,1.49 ,10.64 ,9.04 ,33.24 ,0.47 ,0.77 ,38.38 ,0.28 ,1.21 
69.41 ,195.89 ,8.63 ,19.35 ,23.63 ,13.66 ,0.40 ,9.72 ,36.65 ,0.08 ,0.76 
16.92 ,38.00 ,4.11 ,18.87 ,11.60 ,8.73 ,0.61 ,2.55 ,14.21 ,0.15 ,1.93 
50.26 ,138.36 ,4.46 ,11.07 ,7.45 ,19.23 ,0.36 ,1.61 ,17.42 ,0.97 ,0.80 
19.90 ,60.70 ,7.00 ,25.90 ,26.13 ,10.18 ,0.82 ,4.11 ,28.07 ,0.35 ,1.80 
21.88 ,65.41 ,11.31 ,27.69 ,25.43 ,29.56 ,0.80 ,8.49 ,23.56 ,1.14 ,7.78 
87.75 ,260.12 ,4.76 ,67.84 ,15.99 ,69.32 ,0.25 ,24.76 ,40.86 ,0.21 ,4.73 
50.85 ,82.26 ,6.98 ,46.92 ,53.91 ,9.36 ,0.83 ,3.91 ,37.30 ,17.01 ,29.63 
188.65 ,303.21 ,69.68 ,50.41 ,90.05 ,45.28 ,1.59 ,11.31 ,21.84 ,5.74 ,44.03 
394.11 ,551.12 ,220.30 ,71.20 ,111.28 ,69.57 ,2.20 ,25.60 ,177.75 ,23.89 ,52.97 
51.33 ,129.10 ,2.22 ,28.82 ,17.07 ,19.22 ,0.77 ,8.67 ,71.79 ,1.18 ,9.70 
52.80 ,61.50 ,9.02 ,10.97 ,19.99 ,7.37 ,0.14 ,7.28 ,24.69 ,0.63 ,2.03 
51.28 ,152.49 ,7.24 ,24.11 ,23.65 ,27.97 ,0.55 ,5.94 ,67.84 ,2.31 ,11.31 
14.17 ,32.85 ,3.32 ,14.06 ,7.68 ,21.28 ,0.39 ,4.37 ,20.21 ,0.15 ,1.09 
20.71 ,59.88 ,17.90 ,38.98 ,44.01 ,12.65 ,1.22 ,6.93 ,24.92 ,1.15 ,34.66 
53.00 ,125.00 ,6.50 ,34.38 ,23.55 ,22.73 ,0.61 ,5.20 ,5.85 ,0.13 ,4.12 
15.30 ,35.55 ,2.78 ,14.51 ,9.66 ,12.64 ,0.21 ,4.09 ,11.13 ,0.17 ,0.93 
138.79 ,266.97 ,60.76 ,74.56 ,134.88 ,27.57 ,1.44 ,18.67 ,14.85 ,35.76 ,50.71 
19.70 ,73.44 ,4.53 ,21.91 ,15.11 ,7.35 ,0.22 ,6.62 ,12.04 ,0.43 ,2.90 
78.46 ,164.78 ,32.69 ,48.00 ,49.50 ,109.81 ,1.85 ,6.08 ,37.34 ,0.32 ,2.28 
66.38 ,94.00 ,5.42 ,13.24 ,13.74 ,2.50 ,1.32 ,8.99 ,29.70 ,1.75 ,9.12 
60.19 ,140.18 ,5.23 ,38.19 ,38.59 ,17.43 ,0.84 ,18.06 ,69.41 ,1.39 ,3.83 
28.58 ,35.88 ,2.51 ,16.23 ,8.73 ,10.65 ,0.38 ,1.98 ,14.29 ,0.15 ,1.87 
29.58 ,80.19 ,15.65 ,22.85 ,27.40 ,23.56 ,0.76 ,10.07 ,31.48 ,1.08 ,18.41 
50.08 ,245.19 ,15.03 ,43.41 ,5.78 ,14.93 ,0.57 ,9.07 ,4.70 ,1.08 ,1.15 
63.88 ,140.45 ,22.77 ,77.44 ,59.62 ,21.48 ,1.53 ,14.08 ,9.73 ,3.50 ,30.48 
313.31 ,404.20 ,176.23 ,115.36 ,145.49 ,73.20 ,1.09 ,16.65 ,28.22 ,6.84 ,14.34 
33.00 ,96.00 ,15.85 ,41.80 ,32.15 ,10.85 ,1.13 ,66.40 ,7.40 ,5.80 ,16.85 
73.66 ,165.97 ,14.36 ,49.27 ,58.10 ,13.04 ,0.60 ,7.25 ,17.90 ,0.78 ,4.70 
43.42 ,78.21 ,0.95 ,2.85 ,1.20 ,2.88 ,0.34 ,6.00 ,16.81 ,0.04 ,0.30 
74.71 ,166.10 ,19.63 ,96.03 ,66.95 ,21.51 ,1.86 ,10.45 ,16.87 ,4.31 ,17.57 
7.38 ,13.83 ,5.49 ,15.25 ,12.60 ,11.49 ,0.32 ,3.66 ,16.02 ,0.20 ,0.31 
57.38 ,118.00 ,1.93 ,31.95 ,18.55 ,13.12 ,0.56 ,7.39 ,50.08 ,1.35 ,12.38 
26.00 ,64.00 ,15.65 ,37.05 ,32.42 ,6.42 ,0.11 ,3.62 ,3.10 ,2.62 ,4.28 
34.54 ,69.93 ,11.14 ,34.34 ,29.48 ,31.35 ,0.61 ,9.27 ,22.62 ,2.24 ,25.51 
41.47 ,91.73 ,8.05 ,31.68 ,39.73 ,12.44 ,1.07 ,8.41 ,42.37 ,0.67 ,1.72 
13.23 ,30.03 ,11.41 ,18.73 ,22.75 ,25.31 ,0.64 ,8.08 ,24.56 ,0.97 ,8.85 
301.85 ,689.12 ,15.63 ,45.36 ,24.12 ,21.71 ,0.60 ,35.66 ,32.69 ,2.57 ,20.75 
69.80 ,161.60 ,41.63 ,60.14 ,86.22 ,25.38 ,1.38 ,10.01 ,9.27 ,1.96 ,4.31 
27.53 ,50.82 ,5.33 ,41.76 ,47.08 ,20.90 ,0.88 ,2.51 ,33.12 ,4.29 ,8.81 
79.50 ,105.50 ,1.20 ,13.55 ,8.20 ,17.73 ,0.80 ,24.75 ,59.85 ,0.53 ,0.95 
6.48 ,36.97 ,23.36 ,9.46 ,28.28 ,13.62 ,0.77 ,10.40 ,43.02 ,1.34 ,1.43 
167.02 ,408.81 ,71.05 ,108.60 ,126.44 ,50.92 ,3.88 ,20.26 ,35.95 ,8.62 ,8.14 
39.82 ,94.13 ,37.30 ,45.99 ,54.12 ,13.19 ,1.54 ,11.57 ,27.94 ,0.67 ,4.47 
51.70 ,144.19 ,16.57 ,29.77 ,30.60 ,23.99 ,0.86 ,11.60 ,18.84 ,1.63 ,27.79 
72.75 ,262.75 ,18.98 ,36.98 ,14.04 ,13.75 ,0.31 ,27.48 ,3.59 ,0.29 ,3.96 
55.72 ,129.47 ,12.04 ,29.62 ,38.70 ,25.52 ,0.87 ,19.11 ,20.60 ,1.94 ,10.00 
11.44 ,41.06 ,4.11 ,11.95 ,9.42 ,5.42 ,0.47 ,3.42 ,18.67 ,0.35 ,1.80 
58.86 ,102.71 ,7.20 ,42.04 ,35.61 ,29.03 ,0.49 ,3.33 ,17.93 ,4.40 ,3.54 
96.07 ,116.15 ,2.65 ,20.68 ,13.79 ,5.00 ,0.40 ,8.38 ,18.59 ,5.64 ,0.31 
57.50 ,105.73 ,15.85 ,36.01 ,51.91 ,22.58 ,0.79 ,12.06 ,31.25 ,5.90 ,16.34 
123.71 ,246.25 ,133.25 ,60.19 ,169.86 ,38.06 ,3.35 ,21.97 ,4.53 ,6.63 ,15.62 
40.60 ,63.21 ,2.64 ,39.08 ,41.71 ,5.67 ,0.91 ,11.88 ,98.01 ,6.21 ,2.95 
56.00 ,94.00 ,26.62 ,97.32 ,67.27 ,12.15 ,1.88 ,23.50 ,49.45 ,13.77 ,19.50 
27.00 ,70.75 ,7.10 ,13.68 ,13.05 ,7.47 ,0.82 ,2.90 ,14.65 ,1.73 ,3.88 
31.21 ,68.36 ,6.05 ,13.45 ,16.27 ,16.17 ,0.82 ,11.37 ,32.78 ,0.53 ,17.94 
48.34 ,241.34 ,97.54 ,94.09 ,66.69 ,68.73 ,0.37 ,20.35 ,8.82 ,1.97 ,8.02 
15.82 ,39.65 ,2.34 ,11.56 ,12.36 ,9.30 ,0.75 ,5.64 ,46.00 ,0.11 ,0.61 
79.81 ,218.57 ,9.79 ,38.61 ,31.53 ,31.39 ,1.28 ,17.18 ,24.48 ,3.12 ,19.79 
15.71 ,26.30 ,2.52 ,12.10 ,7.17 ,11.62 ,0.60 ,8.20 ,22.34 ,0.10 ,0.84 
64.05 ,116.50 ,2.26 ,30.17 ,17.85 ,19.35 ,0.57 ,8.01 ,18.79 ,1.45 ,5.25 
100.01 ,182.30 ,9.65 ,43.80 ,53.28 ,28.42 ,0.64 ,11.25 ,16.47 ,23.91 ,32.53 
71.90 ,138.25 ,11.32 ,59.46 ,39.88 ,12.87 ,0.58 ,23.17 ,23.68 ,5.57 ,50.90 
34.50 ,100.75 ,2.96 ,10.20 ,11.86 ,10.30 ,0.80 ,5.68 ,31.90 ,1.37 ,6.44 
12.81 ,48.69 ,4.68 ,12.52 ,16.97 ,11.78 ,0.33 ,3.51 ,24.64 ,2.93 ,11.15 
168.26 ,276.85 ,164.47 ,65.17 ,228.91 ,30.04 ,1.32 ,9.12 ,4.85 ,59.59 ,91.25 
14.95 ,43.60 ,7.47 ,20.46 ,19.66 ,13.84 ,0.83 ,3.05 ,28.51 ,0.33 ,1.07 
12.61 ,37.23 ,3.38 ,15.64 ,15.34 ,11.75 ,0.55 ,4.89 ,41.07 ,0.43 ,1.50 
83.00 ,128.25 ,3.60 ,85.08 ,48.18 ,6.25 ,1.75 ,46.75 ,40.65 ,0.10 ,0.10 
91.82 ,34.90 ,6.83 ,31.56 ,21.25 ,23.22 ,0.40 ,2.97 ,29.15 ,0.83 ,0.50 
34.42 ,62.37 ,6.49 ,15.44 ,14.36 ,26.61 ,0.84 ,9.28 ,19.51 ,1.55 ,13.06 
42.50 ,102.81 ,9.42 ,19.93 ,25.16 ,23.32 ,0.74 ,10.48 ,53.69 ,0.76 ,5.06 
33.88 ,79.69 ,3.02 ,32.13 ,35.15 ,7.72 ,1.24 ,3.33 ,18.02 ,1.33 ,10.75 
83.25 ,192.50 ,12.65 ,54.78 ,39.37 ,9.50 ,1.35 ,12.67 ,12.78 ,6.65 ,15.87 
33.50 ,84.00 ,4.63 ,23.97 ,16.55 ,9.20 ,0.67 ,2.68 ,37.67 ,3.77 ,9.95 
43.16 ,229.83 ,27.24 ,35.35 ,63.26 ,20.81 ,0.84 ,14.53 ,86.07 ,1.39 ,3.41 
77.47 ,103.52 ,12.55 ,8.27 ,20.81 ,5.11 ,0.71 ,10.12 ,56.95 ,0.74 ,2.65 
40.00 ,90.78 ,4.33 ,35.44 ,25.56 ,23.93 ,0.47 ,9.76 ,45.37 ,0.58 ,2.27 
38.03 ,42.78 ,10.93 ,24.26 ,35.62 ,25.59 ,10.77 ,5.20 ,43.59 ,1.29 ,61.70 
40.36 ,182.92 ,42.95 ,33.61 ,79.94 ,36.08 ,1.04 ,10.92 ,48.25 ,1.07 ,3.02 
64.59 ,156.66 ,12.48 ,51.14 ,65.47 ,49.34 ,3.09 ,8.20 ,55.40 ,2.52 ,8.45 
39.75 ,136.40 ,1.10 ,17.57 ,10.20 ,19.95 ,0.44 ,7.03 ,55.60 ,2.20 ,26.06 
207.67 ,396.92 ,140.85 ,22.25 ,318.24 ,62.20 ,2.47 ,17.15 ,16.41 ,1.45 ,5.77 
7.63 ,74.45 ,18.66 ,36.68 ,30.78 ,23.86 ,0.41 ,5.17 ,5.39 ,1.19 ,0.60 
46.68 ,148.30 ,33.37 ,28.71 ,21.52 ,44.40 ,0.62 ,28.82 ,18.88 ,0.15 ,1.22 
84.15 ,192.55 ,17.86 ,12.78 ,25.52 ,17.26 ,0.37 ,21.70 ,41.27 ,5.99 ,2.24 
19.08 ,35.10 ,2.51 ,13.51 ,13.50 ,8.73 ,0.49 ,5.65 ,64.31 ,0.26 ,3.49 
33.56 ,65.64 ,8.92 ,17.52 ,26.15 ,11.72 ,0.42 ,17.09 ,19.85 ,24.21 ,18.25 
223.37 ,374.66 ,137.51 ,49.46 ,154.86 ,46.07 ,2.39 ,13.04 ,26.21 ,8.62 ,68.88 
67.54 ,106.11 ,0.96 ,2.99 ,2.45 ,2.05 ,1.57 ,3.46 ,47.82 ,1.24 ,1.45 
41.22 ,85.23 ,10.20 ,24.45 ,29.65 ,19.93 ,1.10 ,11.33 ,32.72 ,0.64 ,3.03 
15.08 ,39.35 ,4.84 ,22.24 ,15.43 ,15.56 ,0.28 ,7.76 ,15.11 ,0.35 ,4.39 
78.03 ,143.12 ,3.49 ,31.10 ,25.11 ,16.96 ,2.37 ,18.10 ,94.56 ,3.62 ,5.14 
112.56 ,241.71 ,92.42 ,106.47 ,198.95 ,30.83 ,1.62 ,24.20 ,6.81 ,28.75 ,47.47 
312.61 ,416.44 ,261.11 ,70.23 ,331.33 ,28.39 ,1.98 ,8.56 ,3.53 ,30.12 ,32.09 
52.18 ,94.74 ,21.86 ,24.43 ,33.29 ,24.00 ,1.27 ,8.19 ,24.98 ,2.22 ,16.10 
118.94 ,221.59 ,113.84 ,75.04 ,188.95 ,30.05 ,1.44 ,21.00 ,5.55 ,35.14 ,47.77 
247.56 ,361.35 ,21.36 ,63.62 ,78.83 ,49.82 ,1.54 ,12.58 ,66.10 ,2.68 ,11.36 
13.86 ,27.75 ,2.60 ,2.40 ,1.60 ,1.51 ,1.98 ,2.65 ,32.68 ,0.27 ,0.65 
180.12 ,256.48 ,50.87 ,44.11 ,93.98 ,30.46 ,2.88 ,6.14 ,16.94 ,6.25 ,3.48 
39.69 ,63.82 ,12.35 ,11.95 ,22.01 ,11.43 ,0.58 ,5.00 ,40.04 ,1.30 ,1.10 
56.85 ,106.75 ,5.30 ,71.95 ,42.60 ,9.12 ,0.68 ,8.27 ,68.38 ,2.40 ,3.75 
13.33 ,31.12 ,3.81 ,29.30 ,17.45 ,13.11 ,0.41 ,4.95 ,19.24 ,0.97 ,4.14 
55.65 ,155.25 ,9.32 ,48.94 ,33.31 ,30.36 ,0.52 ,28.03 ,12.25 ,5.17 ,25.32 
23.95 ,46.44 ,23.96 ,32.92 ,46.24 ,16.40 ,1.21 ,7.15 ,21.26 ,0.86 ,3.86 
48.96 ,98.08 ,5.84 ,42.80 ,35.70 ,24.40 ,0.78 ,7.53 ,71.98 ,3.55 ,10.64 
168.68 ,238.06 ,19.71 ,35.58 ,43.73 ,47.64 ,17.56 ,6.09 ,36.90 ,3.44 ,13.22 
74.62 ,140.25 ,48.78 ,4.35 ,51.82 ,10.28 ,0.55 ,12.14 ,80.23 ,0.56 ,3.76 
73.50 ,118.10 ,2.88 ,45.68 ,26.55 ,17.37 ,0.63 ,4.20 ,26.42 ,1.90 ,9.90 
41.25 ,74.25 ,2.70 ,27.60 ,16.88 ,10.60 ,1.11 ,8.60 ,40.45 ,3.90 ,5.60 
59.70 ,170.46 ,7.33 ,40.67 ,26.99 ,26.10 ,1.05 ,18.55 ,39.72 ,1.78 ,16.69 
114.41 ,253.00 ,75.88 ,69.28 ,105.59 ,34.84 ,2.11 ,16.34 ,22.21 ,5.08 ,58.41 
31.66 ,71.62 ,15.66 ,22.51 ,13.60 ,6.28 ,0.57 ,3.77 ,51.85 ,1.91 ,1.97 
38.00 ,81.00 ,2.42 ,21.52 ,13.43 ,10.12 ,0.97 ,5.42 ,49.67 ,2.65 ,4.20 
36.00 ,74.25 ,3.02 ,16.85 ,11.40 ,28.50 ,0.46 ,26.75 ,82.33 ,0.35 ,0.50 
73.00 ,176.75 ,4.20 ,26.50 ,17.53 ,10.18 ,0.47 ,0.20 ,9.70 ,4.02 ,10.30 
214.10 ,353.22 ,11.39 ,57.57 ,43.26 ,55.84 ,1.26 ,16.12 ,91.75 ,4.36 ,28.33 
16.50 ,54.75 ,6.12 ,17.57 ,12.60 ,16.00 ,0.62 ,41.55 ,61.53 ,0.55 ,2.75 
64.49 ,114.59 ,2.67 ,17.78 ,18.52 ,12.56 ,0.91 ,7.39 ,65.48 ,0.26 ,0.76 
62.81 ,124.74 ,9.98 ,37.95 ,48.00 ,24.71 ,0.54 ,15.10 ,15.04 ,21.27 ,24.85 
28.70 ,56.94 ,9.61 ,20.72 ,23.42 ,12.72 ,0.59 ,7.31 ,30.56 ,0.45 ,1.95 
26.86 ,72.17 ,22.72 ,36.82 ,52.45 ,34.01 ,0.99 ,9.41 ,13.37 ,0.52 ,3.76 
